,WindGustSpeed,cloud,pressure,humidity,temp,RainToday,RainTomorrow
71620,19.0,1.0,1023.4,67.5,7.825000000000001,0,0
71621,31.0,4.5,1019.75,63.5,9.95,0,0
71622,37.0,4.0,1017.45,49.0,12.625,0,0
71623,41.0,7.0,1009.75,52.0,13.85,0,0
71624,30.0,5.0,1013.8499999999999,61.5,11.9,0,0
71625,33.0,1.0,1015.7,56.0,11.825,0,0
71626,33.0,4.0,1024.4,71.5,11.700000000000001,0,0
71627,31.0,7.0,1025.8,71.0,13.575,0,0
71628,24.0,1.5,1025.05,71.5,13.1,0,0
71629,50.0,1.0,1016.35,56.5,12.35,0,0
71630,43.0,8.0,1005.7,52.0,11.875,0,1
71631,44.0,7.0,1011.75,89.5,8.475000000000001,1,0
71632,30.0,2.0,1027.5500000000002,69.5,7.475,0,0
71633,30.0,6.5,1032.45,62.5,11.35,0,0
71634,26.0,6.0,1031.75,67.0,11.95,0,0
71635,26.0,7.0,1030.8000000000002,73.0,10.975000000000001,0,0
71636,17.0,0.0,1028.25,68.0,6.125,0,0
71637,31.0,7.0,1018.55,64.5,8.275,0,0
71638,59.0,6.5,1009.25,54.5,11.45,0,0
71639,43.0,5.0,1013.3499999999999,58.0,10.75,0,0
71640,46.0,3.5,1020.1500000000001,63.0,8.75,0,0
71641,33.0,7.0,1025.9,66.5,9.15,0,0
71642,30.0,3.5,1026.8,56.5,11.575,0,0
71643,26.0,3.5,1031.05,72.0,9.774999999999999,0,0
71647,30.0,7.5,1024.85,48.5,11.325,0,0
71648,26.0,7.0,1019.8,58.0,13.575,0,1
71649,28.0,7.0,1012.85,91.5,11.875,1,1
71650,24.0,5.5,1016.2,69.5,10.35,1,1
71651,35.0,7.0,1007.2,81.0,14.875,1,1
71652,50.0,3.5,1009.75,79.0,13.025,1,0
71653,54.0,6.5,1012.2,74.5,9.725000000000001,0,0
71654,39.0,2.0,1023.5,68.0,10.85,0,0
71655,26.0,3.5,1027.25,63.5,12.6,0,0
71656,33.0,0.5,1022.7,57.5,11.625,0,0
71657,35.0,5.0,1021.5999999999999,60.5,9.75,0,0
71658,31.0,1.0,1025.85,66.0,8.149999999999999,0,0
71659,24.0,4.5,1029.75,72.0,11.15,0,0
71660,30.0,2.0,1033.5500000000002,76.0,11.675,0,0
71661,30.0,5.5,1031.8,74.0,11.5,0,0
71662,30.0,1.0,1028.5,63.0,11.399999999999999,0,0
71663,31.0,7.0,1023.55,60.5,11.45,0,0
71664,39.0,7.0,1013.65,53.0,13.325,0,1
71665,44.0,3.0,1012.1500000000001,62.5,11.275,1,0
71666,43.0,6.5,1016.9,71.0,12.399999999999999,0,0
71667,31.0,7.0,1025.05,79.0,11.45,0,0
71668,48.0,4.5,1029.95,72.0,9.2,0,0
71669,43.0,2.0,1032.15,68.0,8.924999999999999,0,0
71670,30.0,3.0,1029.85,67.0,9.125,0,0
71672,50.0,6.5,1020.45,53.0,9.925,0,0
71673,30.0,1.5,1017.6,46.5,11.925,0,0
71674,31.0,2.0,1017.5999999999999,50.5,13.05,0,0
71675,50.0,2.5,1014.55,36.0,14.8,0,0
71676,24.0,4.0,1023.8,67.5,10.05,0,0
71677,44.0,0.5,1022.8,46.5,12.05,0,0
71678,39.0,7.0,1017.0,36.0,14.05,0,1
71679,56.0,5.0,1025.0,64.0,11.125,1,0
71680,37.0,4.5,1030.4499999999998,67.0,10.2,0,0
71681,41.0,6.0,1030.7,61.0,12.2,0,0
71683,37.0,2.5,1023.75,55.5,11.9,0,0
71684,39.0,5.5,1018.05,63.5,13.475,0,0
71685,37.0,6.5,1017.5,57.5,12.55,0,0
71686,65.0,5.5,1011.8,64.5,13.149999999999999,0,1
71688,39.0,2.5,1020.3,55.0,10.675,1,0
71689,22.0,6.5,1024.8,68.0,12.05,0,0
71690,31.0,7.5,1019.9000000000001,51.5,13.524999999999999,0,0
71691,48.0,5.5,1012.15,30.0,14.9,0,0
71692,54.0,5.0,1002.45,28.5,17.7,0,1
71693,72.0,6.5,1004.8,57.0,13.875,1,0
71694,44.0,6.5,1015.9,55.5,11.725000000000001,0,0
71695,33.0,4.0,1021.3,60.5,11.100000000000001,0,0
71696,30.0,4.5,1023.9499999999999,63.5,11.725,0,0
71697,33.0,7.0,1023.15,43.0,11.65,0,0
71698,59.0,3.0,1017.7,27.5,16.25,0,0
71699,59.0,2.5,1010.0,43.5,16.724999999999998,0,0
71700,44.0,6.0,1019.25,50.0,11.7,0,0
71701,39.0,4.5,1024.6,56.0,11.425,0,0
71702,28.0,2.5,1026.2,69.0,12.25,0,0
71703,28.0,0.5,1022.65,29.0,15.875000000000002,0,0
71704,30.0,4.0,1020.85,21.0,18.025,0,0
71706,61.0,4.0,1002.25,14.0,20.375,0,0
71707,61.0,0.5,1008.2,37.0,17.0,0,0
71708,57.0,3.0,1015.0,52.5,13.15,0,0
71709,39.0,5.0,1023.7,54.5,13.85,0,0
71710,35.0,3.0,1027.25,38.0,15.399999999999999,0,0
71711,28.0,0.0,1023.05,32.0,15.775000000000002,0,0
71712,30.0,0.0,1022.0999999999999,31.0,17.1,0,0
71713,63.0,2.5,1014.6,13.5,21.674999999999997,0,0
71714,50.0,2.0,1019.7,49.0,12.975000000000001,0,0
71716,24.0,3.5,1024.85,44.5,16.2,0,0
71717,37.0,5.5,1020.15,44.0,16.85,0,0
71718,28.0,7.0,1018.3499999999999,57.5,14.75,0,1
71719,44.0,3.0,1015.2,62.5,14.3,1,0
71720,31.0,7.0,1015.15,52.0,14.55,0,0
71721,67.0,2.0,1008.25,24.0,22.275,0,0
71722,35.0,1.5,1018.45,44.0,17.5,0,0
71723,35.0,0.5,1015.2,31.5,18.45,0,0
71724,46.0,1.5,1012.9000000000001,35.0,17.1,0,0
71725,31.0,0.5,1020.3499999999999,40.0,13.175,0,0
71726,24.0,1.0,1020.25,32.5,14.3,0,0
71727,48.0,4.0,1013.05,16.5,18.875,0,0
71728,50.0,7.0,1005.1500000000001,7.5,28.049999999999997,0,0
71729,57.0,8.0,1002.95,32.5,19.9,0,0
71731,31.0,5.5,1025.35,41.5,12.6,0,0
71732,31.0,0.0,1031.35,45.0,15.35,0,0
71733,24.0,0.0,1031.2,39.5,16.975,0,0
71734,31.0,0.5,1023.7,22.0,21.475,0,0
71735,50.0,0.5,1015.55,10.0,25.075,0,0
71736,28.0,6.0,1017.8,40.0,20.1,0,1
71737,48.0,6.5,1015.25,70.0,16.15,1,0
71738,31.0,0.5,1021.8,52.5,12.899999999999999,0,0
71739,30.0,2.0,1015.95,42.5,15.024999999999999,0,0
71740,35.0,1.0,1014.35,36.5,15.925,0,0
71741,54.0,6.5,1013.95,47.0,13.299999999999999,0,0
71742,52.0,7.0,1013.5,78.5,8.675,0,1
71746,50.0,7.0,1018.8,12.0,24.849999999999998,0,0
71747,44.0,7.5,1014.9000000000001,40.0,21.15,0,0
71748,31.0,0.5,1022.0,41.5,15.425,0,0
71749,31.0,6.0,1018.0,27.5,19.5,0,0
71751,28.0,1.0,1015.9,42.0,19.525000000000002,0,0
71753,37.0,2.0,1022.9,34.5,16.15,0,0
71754,52.0,5.5,1020.85,11.0,20.2,0,0
71756,50.0,7.0,1014.35,48.0,19.15,0,0
71757,48.0,3.0,1017.4,35.5,15.375000000000002,0,0
71758,37.0,0.5,1022.4000000000001,37.5,15.75,0,0
71759,30.0,2.0,1022.8499999999999,34.5,17.85,0,0
71760,44.0,4.0,1017.3,21.5,22.3,0,0
71761,28.0,1.0,1013.4,14.5,25.25,0,0
71762,44.0,6.5,1011.3499999999999,12.0,29.275000000000002,0,0
71763,52.0,4.5,1015.1500000000001,44.0,19.075,0,0
71764,39.0,2.0,1019.7,38.5,16.125,0,0
71765,24.0,5.0,1015.5,32.0,20.575000000000003,0,0
71766,43.0,1.5,1012.2,15.0,27.35,0,0
71767,56.0,8.0,1009.85,19.0,29.15,0,0
71768,46.0,8.0,1010.1500000000001,35.5,22.525,0,1
71769,35.0,5.0,1010.3499999999999,45.5,21.5,1,0
71770,35.0,1.0,1014.25,43.5,19.475,0,0
71772,30.0,1.0,1024.85,23.0,17.55,0,0
71773,39.0,0.5,1020.75,13.5,22.950000000000003,0,0
71774,43.0,3.0,1017.3,20.0,25.825,0,0
71775,37.0,3.5,1022.4,28.0,18.25,0,0
71776,35.0,6.0,1017.6,27.0,19.9,0,0
71777,46.0,7.5,1013.7,18.0,21.25,0,0
71778,41.0,2.0,1014.7,41.0,19.675,0,0
71779,31.0,5.0,1016.2,36.5,18.6,0,0
71780,35.0,0.5,1016.25,37.5,18.599999999999998,0,0
71781,28.0,1.0,1018.45,23.0,20.525000000000002,0,0
71782,46.0,6.0,1015.8499999999999,17.0,24.975,0,0
71783,46.0,1.5,1015.3,40.0,21.9,0,0
71784,35.0,2.0,1018.55,25.0,20.6,0,0
71785,24.0,5.0,1016.15,31.0,23.949999999999996,0,0
71786,35.0,5.0,1011.9,17.0,29.375,0,0
71787,37.0,6.0,1013.6500000000001,28.5,28.375,0,0
71788,39.0,7.0,1012.75,37.0,28.2,0,0
71789,37.0,3.0,1008.45,44.0,29.65,0,0
71790,35.0,2.5,1008.8,40.0,30.925,0,0
71791,74.0,3.0,1005.0999999999999,15.5,36.275000000000006,0,0
71793,44.0,1.5,1013.75,22.0,27.549999999999997,0,0
71794,33.0,2.0,1015.8499999999999,36.0,25.15,0,0
71795,31.0,0.5,1012.65,16.0,30.375,0,0
71796,37.0,0.0,1005.7,13.0,35.875,0,0
71797,37.0,2.5,1010.05,18.5,33.8,0,0
71798,46.0,0.5,1016.95,21.0,30.325000000000003,0,0
71799,35.0,0.0,1013.65,26.0,33.025000000000006,0,0
71800,61.0,1.5,1004.4000000000001,12.0,32.575,0,0
71801,54.0,2.0,1008.15,29.5,20.125,0,0
71802,26.0,0.0,1008.05,28.0,23.049999999999997,0,0
71803,43.0,1.0,1004.1,7.0,33.075,0,0
71804,35.0,7.0,1012.35,34.0,24.325,0,0
71805,46.0,7.5,1014.1,49.5,21.200000000000003,0,1
71806,37.0,5.5,1018.9000000000001,42.5,18.674999999999997,1,0
71807,39.0,1.0,1014.35,22.0,25.15,0,0
71808,24.0,3.5,1011.9,18.5,29.575,0,0
71809,48.0,1.0,1004.9,12.0,34.875,0,0
71811,50.0,5.5,1014.3,31.5,22.95,0,0
71812,35.0,0.5,1013.55,30.5,24.300000000000004,0,0
71813,35.0,0.5,1009.55,28.0,27.700000000000003,0,0
71814,37.0,0.0,1011.75,34.0,24.825000000000003,0,0
71815,33.0,0.0,1014.75,38.0,25.125,0,0
71816,26.0,1.0,1010.5,23.0,28.625,0,0
71817,44.0,6.5,1009.9,28.0,27.400000000000002,0,0
71818,43.0,0.0,1013.6,29.0,22.15,0,0
71819,39.0,0.0,1012.05,34.5,21.875,0,0
71820,52.0,0.0,1010.0,36.5,23.325000000000003,0,0
71821,44.0,1.0,1013.5,31.5,20.3,0,0
71822,31.0,0.0,1015.85,31.0,20.75,0,0
71824,41.0,0.5,1017.6500000000001,46.5,20.3,0,0
71825,46.0,1.0,1019.2,35.0,22.35,0,0
71826,44.0,1.5,1017.45,46.0,23.9,0,0
71827,48.0,1.0,1015.25,43.0,26.974999999999998,0,0
71828,37.0,3.0,1014.45,36.0,28.2,0,0
71829,24.0,4.5,1014.05,41.5,29.325000000000003,0,0
71830,28.0,6.5,1014.4,35.0,30.875000000000004,0,0
71831,30.0,1.0,1015.3499999999999,32.0,29.275,0,0
71832,30.0,5.5,1014.45,29.0,28.849999999999998,0,0
71834,31.0,2.0,1014.8,26.5,30.1,0,0
71835,48.0,1.0,1012.65,27.0,30.15,0,0
71836,43.0,1.0,1011.5,44.0,24.875,0,0
71837,39.0,0.0,1015.9,41.5,19.675,0,0
71838,30.0,1.0,1017.4,43.5,21.375,0,0
71840,46.0,0.5,1024.0,43.0,16.525,0,0
71841,37.0,1.0,1022.5,40.0,17.099999999999998,0,0
71842,30.0,2.5,1020.75,40.5,20.049999999999997,0,0
71843,39.0,3.5,1015.55,24.5,22.975,0,0
71844,63.0,5.5,1006.25,36.5,24.599999999999998,0,0
71845,30.0,7.0,1015.5,54.0,17.35,0,0
71846,31.0,1.0,1017.8499999999999,40.5,19.475,0,0
71847,41.0,1.0,1015.9000000000001,40.5,20.900000000000002,0,0
71848,26.0,5.0,1018.5,53.0,20.925,0,0
71849,28.0,1.5,1013.65,34.0,25.799999999999997,0,0
71850,50.0,4.5,1007.95,22.0,30.124999999999996,0,1
71851,41.0,7.5,1019.5,66.5,19.15,1,0
71854,31.0,6.0,1016.55,67.0,18.55,0,0
71855,31.0,4.0,1020.45,57.0,16.85,0,0
71856,31.0,7.0,1020.4,61.0,18.575000000000003,0,0
71857,35.0,4.0,1023.95,49.5,17.375,0,0
71858,22.0,1.0,1026.1,49.5,16.05,0,0
71859,26.0,1.0,1024.15,39.5,21.549999999999997,0,0
71860,31.0,3.5,1021.25,38.0,23.6,0,0
71861,26.0,4.0,1020.4000000000001,28.5,24.85,0,0
71862,28.0,6.0,1022.25,27.5,24.95,0,0
71863,28.0,1.5,1022.3499999999999,35.5,23.675,0,0
71864,43.0,0.5,1020.85,30.5,23.0,0,0
71865,22.0,7.0,1021.15,21.0,22.95,0,0
71866,30.0,1.0,1020.15,28.5,24.325000000000003,0,0
71868,39.0,7.0,1010.1,27.5,23.8,0,0
71869,35.0,3.5,1013.25,51.5,18.175,0,0
71870,28.0,3.5,1017.55,44.0,15.825,0,0
71871,31.0,4.0,1017.1500000000001,40.5,16.125,0,0
71872,37.0,3.5,1020.05,44.5,15.850000000000001,0,0
71874,20.0,1.0,1020.1,39.5,12.5,0,0
71875,43.0,8.0,1010.65,61.0,11.0,0,1
71876,30.0,7.0,1011.45,65.5,15.725000000000001,1,0
71877,31.0,7.0,1018.05,64.0,15.225,0,0
71878,30.0,5.5,1021.55,48.0,17.15,0,0
71879,35.0,3.0,1023.75,58.5,17.8,0,0
71880,26.0,0.5,1024.8,52.0,18.225,0,0
71881,43.0,2.5,1018.4,29.5,21.424999999999997,0,0
71882,28.0,1.5,1016.9,30.5,21.85,0,1
71883,26.0,8.0,1024.25,87.0,15.249999999999998,1,1
71884,24.0,7.0,1024.1,69.5,16.0,1,0
71886,26.0,0.5,1026.65,44.5,13.25,0,0
71887,39.0,6.0,1020.8,27.5,15.025,0,0
71888,43.0,3.0,1024.05,44.0,17.125,0,0
71889,30.0,4.0,1024.9,47.5,12.099999999999998,0,0
71890,28.0,5.5,1022.85,44.0,13.549999999999999,0,0
71891,28.0,2.5,1022.55,27.5,19.225,0,0
71892,24.0,1.5,1024.6,38.5,20.775,0,0
71893,35.0,0.5,1026.5500000000002,40.5,21.5,0,0
71895,39.0,3.0,1023.2,29.5,19.924999999999997,0,0
71896,24.0,7.5,1018.6,64.0,16.225,0,1
71897,37.0,3.0,1017.5,66.5,13.149999999999999,1,0
71898,31.0,4.0,1014.6,73.0,12.1,0,0
71899,43.0,6.5,1012.5,76.5,14.15,0,1
71900,33.0,3.0,1014.7,80.5,13.65,1,0
71901,28.0,4.0,1019.25,67.5,12.274999999999999,0,0
71902,35.0,4.5,1019.5999999999999,57.0,14.174999999999999,0,0
71903,28.0,2.0,1019.5,55.5,13.850000000000001,0,0
71904,35.0,5.5,1017.2,36.0,17.65,0,0
71905,52.0,6.5,1015.1,54.0,15.625,0,1
71906,35.0,8.0,1008.35,95.5,11.05,1,1
71907,33.0,1.0,1019.1500000000001,64.0,13.475,1,0
71908,35.0,0.5,1025.95,64.0,11.675,0,0
71909,22.0,3.5,1028.9,67.5,12.45,0,0
71910,28.0,6.5,1030.0,71.0,13.325,0,0
71911,24.0,5.5,1029.4499999999998,68.5,11.375,0,0
71912,24.0,5.5,1026.85,66.5,11.775,0,0
71913,43.0,7.0,1023.6500000000001,59.5,14.625,0,1
71914,26.0,8.0,1021.8,90.5,13.825000000000001,1,1
71915,33.0,7.5,1020.25,84.5,16.2,1,1
71916,39.0,8.0,1012.55,95.5,14.924999999999999,1,1
71917,46.0,3.0,1021.5,64.5,13.4,1,0
71918,26.0,6.5,1027.25,80.5,12.175,0,0
71919,17.0,7.5,1027.1,81.0,10.625,0,0
71920,43.0,7.5,1021.6,75.0,12.100000000000001,0,0
71921,24.0,6.5,1018.25,69.5,14.075,0,0
71922,31.0,5.0,1024.2,63.5,14.95,0,0
71923,19.0,1.0,1029.9,64.5,10.825,0,0
71924,19.0,3.5,1024.35,59.5,10.45,0,0
71925,20.0,1.0,1019.05,61.5,12.899999999999999,0,0
71926,33.0,6.5,1014.5999999999999,89.0,14.349999999999998,0,1
71927,33.0,7.5,1007.8,94.0,13.325000000000001,1,1
71928,31.0,7.5,1009.85,89.5,12.525,1,1
71929,31.0,7.0,1016.0,74.0,12.45,1,0
71930,35.0,3.5,1021.3,60.0,10.975,0,0
71931,31.0,1.0,1020.3,69.0,9.100000000000001,0,0
71932,26.0,4.5,1016.75,68.5,8.5,0,0
71933,20.0,4.0,1019.2,73.0,10.125,0,0
71934,20.0,1.5,1025.15,68.0,9.475,0,0
71935,19.0,6.5,1022.75,70.5,9.625,0,0
71936,37.0,3.5,1018.05,62.5,10.525,0,1
71937,33.0,6.5,1020.55,67.0,11.1,1,0
71938,35.0,6.0,1025.05,58.5,12.85,0,0
71939,20.0,1.0,1026.0,59.0,10.725000000000001,0,0
71940,22.0,1.0,1024.25,69.5,10.0,0,0
71941,17.0,1.0,1022.6,71.5,10.55,0,0
71942,19.0,7.0,1020.9,62.0,12.375,0,0
71943,24.0,7.0,1023.6,74.0,13.15,0,0
71945,26.0,4.0,1029.6,76.5,12.3,0,0
71946,26.0,7.0,1027.2,82.0,12.875,0,0
71947,31.0,3.5,1026.6,71.0,12.175,0,0
71948,33.0,0.0,1022.1,55.0,11.049999999999999,0,0
71949,72.0,4.0,1010.45,47.0,13.625,0,0
71950,44.0,3.0,1016.45,58.5,10.649999999999999,0,0
71951,41.0,3.5,1021.7,62.0,11.25,0,0
71952,26.0,6.0,1027.15,66.5,10.825,0,0
71953,22.0,1.0,1033.95,73.0,9.625,0,0
71954,22.0,7.0,1034.15,74.0,7.125,0,0
71955,20.0,0.0,1029.9,67.0,8.25,0,0
71956,20.0,4.0,1029.55,66.5,11.3,0,0
71957,24.0,2.0,1026.1,75.5,13.175,0,1
71958,31.0,7.5,1020.8,70.0,15.325,1,1
71959,44.0,5.0,1016.25,69.5,16.900000000000002,1,0
71960,20.0,4.5,1020.5999999999999,80.5,12.875,0,0
71961,15.0,6.0,1022.05,75.5,13.375,0,0
71962,35.0,7.5,1016.4,77.0,13.6,0,0
71963,59.0,5.5,1006.8,54.0,17.15,0,1
71964,48.0,5.5,1009.05,62.5,14.625,1,0
71965,57.0,6.0,1009.85,59.5,9.2,0,0
71966,35.0,4.0,1014.6500000000001,67.0,8.475,0,0
71967,41.0,3.5,1016.85,81.5,9.225,0,1
71968,35.0,7.0,1028.65,73.5,10.575000000000001,1,0
71969,33.0,3.5,1031.95,65.5,10.375,0,0
71970,26.0,7.0,1028.55,76.0,7.949999999999999,0,0
71971,19.0,0.5,1026.45,63.0,10.825,0,0
71972,39.0,5.5,1023.2,50.5,12.8,0,0
71973,56.0,4.0,1015.35,34.5,17.65,0,0
71974,31.0,3.0,1018.9,65.0,13.549999999999999,0,0
71975,28.0,4.5,1023.25,67.5,10.825,0,0
71976,20.0,3.5,1024.65,61.0,8.625,0,0
71977,24.0,2.5,1021.0,51.5,10.75,0,0
71978,54.0,6.0,1015.95,50.5,12.35,0,0
71979,48.0,4.5,1016.9,63.0,12.125,0,1
71980,31.0,2.5,1018.5,65.0,11.425,1,0
71981,50.0,4.0,1014.95,56.0,14.975,0,0
71982,37.0,5.5,1012.35,74.5,14.05,0,0
71983,59.0,5.0,1012.15,66.5,13.2,0,0
71984,24.0,1.0,1019.6500000000001,61.5,10.075,0,0
71985,39.0,7.5,1013.95,46.0,11.974999999999998,0,0
71986,24.0,2.0,1018.6500000000001,64.0,13.125,0,0
71987,35.0,2.0,1013.3,56.5,15.175,0,1
71988,46.0,0.5,1010.8499999999999,49.0,14.425,1,0
71989,35.0,2.0,1014.7,49.0,14.274999999999999,0,0
71990,52.0,4.5,1011.4,63.5,13.275,0,1
71993,43.0,1.5,1011.65,49.5,13.274999999999999,0,0
71994,65.0,2.5,1011.35,29.5,16.625,0,0
71995,48.0,3.5,1017.55,64.5,9.850000000000001,0,0
71996,39.0,3.0,1021.25,66.0,8.675,0,0
71997,41.0,7.0,1017.7,62.5,9.95,0,0
71998,43.0,6.5,1014.75,58.5,12.7,0,0
71999,43.0,4.0,1017.55,64.5,14.425,0,0
72000,28.0,7.0,1025.3000000000002,74.0,12.900000000000002,0,0
72001,26.0,5.0,1024.9,63.5,13.425,0,0
72002,26.0,6.0,1023.4,56.0,15.15,0,0
72003,37.0,1.0,1017.4,36.0,18.25,0,0
72004,37.0,4.5,1014.55,36.0,19.05,0,0
72005,63.0,4.0,1004.35,19.5,22.299999999999997,0,0
72006,37.0,0.5,1014.8,43.0,17.3,0,0
72007,41.0,3.5,1018.15,28.5,19.900000000000002,0,0
72008,39.0,2.5,1022.6,30.5,22.725,0,0
72009,26.0,0.0,1027.65,35.0,21.950000000000003,0,0
72010,35.0,0.5,1027.1,30.0,22.275,0,0
72011,46.0,3.5,1022.5999999999999,19.5,24.875,0,0
72012,39.0,7.0,1023.95,32.0,25.049999999999997,0,0
72013,30.0,6.5,1025.8,49.5,17.9,0,0
72014,28.0,4.0,1025.25,45.5,16.950000000000003,0,0
72015,46.0,4.0,1023.4,37.5,19.0,0,0
72016,72.0,7.0,1008.6,19.0,26.0,0,0
72017,39.0,4.0,1011.95,42.0,16.674999999999997,0,0
72018,33.0,2.5,1015.1500000000001,44.5,14.7,0,0
72019,28.0,6.5,1015.8,47.5,15.325,0,1
72020,33.0,6.5,1013.5,77.5,13.725,1,1
72021,24.0,2.0,1014.0,61.5,15.474999999999998,1,0
72022,54.0,7.0,1011.8,50.5,17.75,0,0
72023,57.0,7.0,1001.8,55.0,18.2,0,1
72024,46.0,5.5,1005.6,64.5,17.174999999999997,1,0
72025,54.0,2.5,1004.45,46.0,16.1,0,0
72026,57.0,1.0,1010.25,41.0,14.174999999999999,0,1
72027,43.0,2.5,1014.85,49.0,15.625,1,0
72029,37.0,0.0,1010.5,38.5,19.95,0,0
72030,65.0,7.5,1001.75,9.5,24.224999999999998,0,0
72031,46.0,2.5,1005.25,27.5,22.0,0,0
72032,33.0,1.0,1007.65,36.0,22.1,0,0
72033,76.0,2.0,1016.1,31.5,16.6,0,0
72034,48.0,1.5,1014.5,19.0,18.65,0,0
72035,44.0,2.0,1016.05,41.5,17.275,0,0
72036,37.0,2.0,1014.4,25.5,20.25,0,0
72037,65.0,8.0,1005.5,6.5,26.299999999999997,0,1
72038,67.0,3.0,1011.7,40.5,16.125,1,0
72039,67.0,6.0,1010.65,33.5,17.225,0,1
72040,44.0,1.0,1023.0999999999999,41.0,14.075,1,0
72041,33.0,0.5,1021.3,35.5,16.725,0,0
72042,41.0,5.5,1012.0999999999999,15.0,23.175,0,0
72043,41.0,1.5,1011.2,53.5,17.25,0,0
72044,39.0,1.0,1014.95,52.5,16.075,0,0
72045,24.0,0.0,1019.0,50.0,17.1,0,0
72046,56.0,1.0,1012.45,12.0,25.174999999999997,0,0
72047,50.0,7.0,1006.65,16.5,25.924999999999997,0,0
72048,30.0,0.0,1018.95,47.0,16.0,0,0
72050,63.0,5.5,1008.25,45.0,17.05,0,0
72051,37.0,4.0,1023.6500000000001,47.0,13.25,0,0
72052,35.0,1.0,1023.3,38.0,15.45,0,0
72053,59.0,6.0,1010.1,10.5,23.0,0,0
72054,57.0,3.0,1015.1,32.5,16.5,0,0
72056,44.0,0.0,1019.85,8.0,21.875,0,0
72057,44.0,1.5,1012.05,5.0,28.525,0,0
72058,46.0,7.0,1010.55,29.5,26.85,0,0
72059,56.0,8.0,1007.25,46.0,23.425,0,1
72060,50.0,4.5,1015.6,47.0,16.75,1,0
72061,44.0,0.5,1023.9000000000001,33.5,14.2,0,0
72065,57.0,4.5,1010.55,28.5,21.95,0,0
72066,48.0,4.0,1019.05,47.5,17.450000000000003,0,0
72067,35.0,3.0,1022.3,42.5,16.2,0,0
72068,30.0,0.5,1023.3499999999999,40.0,17.575,0,0
72069,30.0,4.5,1020.3,29.5,21.35,0,0
72070,41.0,3.0,1015.5,17.5,27.2,0,0
72071,48.0,1.5,1021.95,35.0,19.75,0,0
72072,43.0,0.0,1028.0500000000002,40.0,16.15,0,0
72073,31.0,0.0,1022.9499999999999,28.0,20.224999999999998,0,0
72074,37.0,0.0,1014.6,13.5,25.275000000000002,0,0
72075,43.0,4.0,1008.5,15.0,29.3,0,0
72076,46.0,7.5,1009.45,61.5,19.275,0,1
72078,43.0,0.5,1020.95,61.0,15.525,0,0
72079,44.0,5.0,1019.55,62.0,14.1,0,0
72080,35.0,4.0,1016.4,46.5,16.0,0,0
72081,39.0,4.5,1018.2,48.0,17.075,0,0
72082,33.0,1.0,1018.6,42.0,17.05,0,0
72083,35.0,3.5,1018.45,37.0,18.275,0,0
72084,35.0,3.0,1016.3499999999999,55.5,18.65,0,0
72085,31.0,1.0,1015.35,43.0,21.1,0,0
72086,37.0,0.5,1012.95,21.5,24.25,0,0
72087,48.0,4.5,1007.95,15.0,27.400000000000002,0,0
72088,33.0,7.0,1007.75,47.0,20.075000000000003,0,0
72089,41.0,2.0,1011.0,44.0,18.275000000000002,0,0
72090,46.0,1.5,1010.95,41.0,17.525000000000002,0,0
72091,41.0,7.5,1010.2,49.0,17.55,0,0
72092,35.0,5.5,1012.3,44.0,18.375,0,0
72093,33.0,1.0,1011.0999999999999,39.0,20.25,0,0
72094,26.0,3.0,1011.75,20.0,25.6,0,0
72095,35.0,5.0,1011.05,8.5,29.974999999999998,0,0
72096,50.0,7.0,1007.6,34.5,23.924999999999997,0,0
72097,46.0,1.5,1014.9,47.5,18.174999999999997,0,0
72099,65.0,5.5,1016.1500000000001,11.5,27.424999999999997,0,0
72100,44.0,1.5,1012.8499999999999,15.5,30.450000000000003,0,0
72101,59.0,5.0,1008.8499999999999,31.5,29.775,0,1
72102,44.0,7.5,1004.55,80.5,19.25,1,1
72103,59.0,2.5,1010.0,39.5,15.3,1,0
72105,28.0,5.5,1019.1500000000001,43.5,21.775,0,0
72106,43.0,6.5,1010.85,16.0,27.75,0,0
72107,46.0,5.5,1005.75,56.5,24.525000000000002,0,0
72108,41.0,6.0,1012.25,46.0,18.325000000000003,0,0
72109,37.0,4.0,1012.9,42.0,19.85,0,0
72110,46.0,4.0,1014.2,41.5,20.05,0,0
72111,39.0,2.0,1015.25,42.5,21.375,0,0
72112,35.0,1.0,1018.9,37.5,21.375,0,0
72113,33.0,5.5,1019.0999999999999,31.0,22.575000000000003,0,0
72114,35.0,0.5,1017.8499999999999,32.0,25.3,0,0
72115,28.0,2.0,1017.7,26.5,26.849999999999998,0,0
72116,24.0,5.0,1016.05,22.5,30.375,0,0
72117,67.0,5.5,1012.75,16.0,34.475,0,0
72118,63.0,4.0,1010.45,9.5,36.3,0,0
72119,39.0,5.5,1008.5999999999999,27.5,28.95,0,0
72120,39.0,8.0,1009.2,48.5,26.275000000000002,0,1
72121,41.0,7.0,1014.25,63.5,19.35,1,0
72122,30.0,4.5,1018.95,44.0,19.725,0,0
72123,31.0,3.5,1013.2,33.5,24.25,0,0
72124,41.0,1.5,1010.25,32.5,27.724999999999998,0,0
72125,28.0,0.5,1011.7,30.5,24.25,0,0
72126,72.0,5.5,1003.45,11.5,32.4,0,0
72127,44.0,1.0,1016.1500000000001,43.0,20.75,0,0
72128,31.0,3.0,1014.55,27.0,23.275,0,0
72129,28.0,1.0,1014.1,22.0,25.1,0,0
